affiliation_name,dmp_id,is_pilot_dmp,is_a_match,notes,provenance,related_work,type,publisher,container,publication_date,title,location,authors,weighted_score
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.1093/clinchem/hvaa256,article,Oxford University Press (OUP),"[""Clinical Chemistry""]",2020-12-03,Should LC-MS/MS Be the Reference Measurement Procedure to Determine Protein Concentrations in Human Samples?,"vol: 67, iss: 3, pgs: 466-471",Andrew N Hoofnagle | Christa M Cobbaert | Vincent Delatour | Neil L Kelleher | Mark S Lowenthal | Christopher M Shuford,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1093/clinchem/hvaa256,article,American Association for Clinical Chemistry,Clinical Chemistry,2020-12-03,Should LC-MS/MS Be the Reference Measurement Procedure to Determine Protein Concentrations in Human Samples?,"vol: 67, iss: 3, pgs: 466-471",Andrew N. Hoofnagle | Christa M. Cobbaert | Vincent Delatour | Neil L. Kelleher | Mark S. Lowenthal | Christopher M. Shuford,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1093/nar/gkab1086,article,Oxford University Press (OUP),"[""Nucleic Acids Research""]",2021-11-19,The Human Proteoform Atlas: a FAIR community resource for experimentally derived proteoforms,"vol: 50, iss: D1, pgs: D526-D533",Michael A R Hollas | Matthew T Robey | Ryan T Fellers | Richard D LeDuc | Paul M Thomas | Neil L Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1093/nar/gkab1086,article,Oxford University Press,Nucleic Acids Research,2021-11-19,The Human Proteoform Atlas: a FAIR community resource for experimentally derived proteoforms,"vol: 50, iss: D1, pgs: D526-D533",Michael A. R. Hollas | Matthew T. Robey | Ryan T. Fellers | Richard D. LeDuc | Paul M. Thomas | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1096/fasebj.2022.36.s1.0r319,article,Wiley,"[""The FASEB Journal""]",2022-05,Adaptation of Native GELFrEE for HDL Particle Size Subtype Separation and Differential Apolipoprotein Proteoform Quantification,"vol: 36, iss: S1",Nicholas DiStefano | Cameron Lloyd‐Jones | Henrique Seckler | Philip Compton | Allan Sniderman | Neil Kelleher | John Wilkins,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1096/fasebj.2022.36.s1.0r319,article,Wiley,The FASEB Journal,2022-05-01,Adaptation of Native GELFrEE for HDL Particle Size Subtype Separation and Differential Apolipoprotein Proteoform Quantification,"vol: 36, iss: S1",Nicholas DiStefano | Cameron Lloyd‐Jones | Henrique S. Seckler | Philip D. Compton | Allan D. Sniderman | Neil L. Kelleher | John Wilkins,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1096/fasebj.31.1_supplement.531.12,article,Wiley,"[""The FASEB Journal""]",2017-04,Rat Liver Repopulation by Transplanted Late Gestation Fetal Hepatocytes,"vol: 31, iss: S1",Jennifer Sanders | Joan Boylan | Heather Francois‐Vaughan | Paul M Thomas | Jacek Sikora | Nebiyu Abshiru | Philip Gruppuso | Neil Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1096/fasebj.31.1_supplement.531.12,article,Wiley,The FASEB Journal,2017-04-01,Rat Liver Repopulation by Transplanted Late Gestation Fetal Hepatocytes,"vol: 31, iss: S1",Jennifer A. Sanders | Joan M. Boylan | Heather Francois‐Vaughan | Paul M. Thomas | Jacek Sikora | Nebiyu Abshiru | Philip A. Gruppuso | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.1096/fasebj.31.1_supplement.766.6,article,Wiley,"[""The FASEB Journal""]",2017-04,High‐Throughput Natural Products Discovery in Fungi Using FAC‐MS Technology,"vol: 31, iss: S1",Kenneth D Clevenger | Jin Woo Bok | Rosa Ye | Galen P Miley | Maria H Verdan | Thomas Velk | Cynthia Chen | KaHoua Yang | Peng Gao | Matthew Robey | Matthew Lamprecht | Paul M Thomas | Md N Islam | Jonathan Palmer | Chengcang C Wu | Nancy P Keller | Neil L Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1096/fasebj.31.1_supplement.766.6,article,Wiley,The FASEB Journal,2017-04-01,High‐Throughput Natural Products Discovery in Fungi Using FAC‐MS Technology,"vol: 31, iss: S1",Kenneth D. Clevenger | Jin Woo Bok | Rosa Ye | Galen P. Miley | Maria Helena Verdan | Thomas Velk | Cynthia Chen | KaHoua Yang | Peng Gao | Matthew T. Robey | Matthew Lamprecht | Paul M. Thomas | Md. Nazrul Islam | Jonathan Palmer | Chengcang Wu | Nancy P. Keller | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1096/fasebj.31.1_supplement.926.14,article,Wiley,"[""The FASEB Journal""]",2017-04,Translational Top Down Proteomics of KRAS‐driven Cancers and Models Thereof,"vol: 31, iss: S1",Ioanna Ntai | Luca Fornelli | Josiah Hutton | Richard LeDuc | Ryan Fellers | Nicole Haverland | Philip Compton | Gordon Whiteley | Emily Boja | Henry Rodriguez | Neil Kelleher,15
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1096/fasebj.31.1_supplement.926.14,article,Wiley,The FASEB Journal,2017-04-01,Translational Top Down Proteomics of KRAS‐driven Cancers and Models Thereof,"vol: 31, iss: S1",Ioanna Ntai | Luca Fornelli | Josiah E. Hutton | Richard D. LeDuc | Ryan T. Fellers | Nicole A. Haverland | Philip D. Compton | Gordon A. Whiteley | Emily S. Boja | Henry Rodriguez | Neil L. Kelleher,15
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1101/2021.07.06.21259226,article,Cold Spring Harbor Laboratory,[],2021-07-07,Next-generation Serology by Mass Spectrometry: Readout of the SARS-CoV-2 Antibody Repertoire,,Rafael D. Melani | Benjamin J. Des Soye | Jared O. Kafader | Eleonora Forte | Michael Hollas | Voislav Blagojevic | Fernanda Negrão | John P. McGee | Bryon Drown | Cameron Lloyd-Jones | Henrique S. Seckler | Jeannie M. Camarillo | Philip D. Compton | Richard D. LeDuc | Bryan Early | Ryan T. Fellers | Byoung-Kyu Cho | Basil Baby Mattamana | Young Ah Goo | Paul M. Thomas | Michelle K. Ash | Pavan P. Bhimalli | Lena Al-Harthi | Beverly E. Sha | Jeffrey R. Schneider | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1101/2021.07.06.21259226,preprint,Cold Spring Harbor Laboratory,medRxiv (Cold Spring Harbor Laboratory),2021-07-07,Next-generation Serology by Mass Spectrometry: Readout of the SARS-CoV-2 Antibody Repertoire,,Rafael D. Melani | Benjamin J. Des Soye | Jared O. Kafader | Eleonora Forte | Michael A. R. Hollas | Voislav Blagojevic | Fernanda Negrão | John P. McGee | Bryon Drown | Cameron Lloyd-Jones | Henrique S. Seckler | Jeannie M. Camarillo | Philip D. Compton | Richard D. LeDuc | Bryan P. Early | Ryan T. Fellers | Byoung-Kyu Cho | Basil Baby Mattamana | Young Ah Goo | Paul M. Thomas | Michelle K. Ash | Pavan P. Bhimalli | Lena Al‐Harthi | Beverly E. Sha | John C. Schneider | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1101/gad.305201.117,article,Cold Spring Harbor Laboratory,"[""Genes &amp; Development""]",2017-10-01,A cryptic Tudor domain links BRWD2/PHIP to COMPASS-mediated histone H3K4 methylation,"vol: 31, iss: 19, pgs: 2003-2014",Marc A.J. Morgan | Ryan A. Rickels | Clayton K. Collings | Xiaolin He | Kaixiang Cao | Hans-Martin Herz | Kira A. Cozzolino | Nebiyu A. Abshiru | Stacy A. Marshall | Emily J. Rendleman | Christie C. Sze | Andrea Piunti | Neil L. Kelleher | Jeffrey N. Savas | Ali Shilatifard,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1101/gad.305201.117,article,Cold Spring Harbor Laboratory Press,Genes & Development,2017-10-01,A cryptic Tudor domain links BRWD2/PHIP to COMPASS-mediated histone H3K4 methylation,"vol: 31, iss: 19, pgs: 2003-2014",Marc A. Morgan | Ryan Rickels | Clayton K. Collings | Xiaolin He | Kaixiang Cao | Hans-Martin Herz | Kira A. Cozzolino | Nebiyu Abshiru | Stacy A. Marshall | Emily J. Rendleman | Christie C. Sze | Andrea Piunti | Neil L. Kelleher | Jeffrey N. Savas | Ali Shilatifard,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1111/ajt.14359,article,Elsevier BV,"[""American Journal of Transplantation""]",2017-09,Proteoforms in Peripheral Blood Mononuclear Cells as Novel Rejection Biomarkers in Liver Transplant Recipients,"vol: 17, iss: 9, pgs: 2458-2467",T.K. Toby | M. Abecassis | K. Kim | P.M. Thomas | R.T. Fellers | R.D. LeDuc | N.L. Kelleher | J. Demetris | J. Levitsky,15
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1111/ajt.14359,article,Elsevier BV,American Journal of Transplantation,2017-09-01,Proteoforms in Peripheral Blood Mononuclear Cells as Novel Rejection Biomarkers in Liver Transplant Recipients,"vol: 17, iss: 9, pgs: 2458-2467",Timothy K. Toby | Michaël Abécassis | K. Kim | Paul M. Thomas | Ryan T. Fellers | Richard D. LeDuc | Neil L. Kelleher | J Demetris | Josh Levitsky,15
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1111/febs.16111,article,Wiley,"[""The FEBS Journal""]",2021-07-27,Oncogenic KRAS creates an aspartate metabolism signature in colorectal cancer cells,"vol: 288, iss: 23, pgs: 6683-6699",Peter F. Doubleday | Luca Fornelli | Ioanna Ntai | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1111/febs.16111,article,Wiley,FEBS Journal,2021-07-27,Oncogenic KRAS creates an aspartate metabolism signature in colorectal cancer cells,"vol: 288, iss: 23, pgs: 6683-6699",Peter F. Doubleday | Luca Fornelli | Ioanna Ntai | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1126/science.aap9437,article,American Association for the Advancement of Science (AAAS),"[""Science""]",2018-03-23,The biosynthesis of methanobactin,"vol: 359, iss: 6382, pgs: 1411-1416",Grace E. Kenney | Laura M. K. Dassama | Maria-Eirini Pandelia | Anthony S. Gizzi | Ryan J. Martinie | Peng Gao | Caroline J. DeHart | Luis F. Schachner | Owen S. Skinner | Soo Y. Ro | Xiao Zhu | Monica Sadek | Paul M. Thomas | Steven C. Almo | J. Martin Bollinger | Carsten Krebs | Neil L. Kelleher | Amy C. Rosenzweig,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1126/science.aap9437,article,American Association for the Advancement of Science,Science,2018-03-23,The biosynthesis of methanobactin,"vol: 359, iss: 6382, pgs: 1411-1416",Grace E. Kenney | Laura M. K. Dassama | Maria‐Eirini Pandelia | Anthony S. Gizzi | Ryan J. Martinie | Peng Gao | Caroline J. DeHart | Luis F. Schachner | Owen S. Skinner | Soo Y. Ro | Xiaotong Zhu | Monica Sadek | Paul M. Thomas | Steven C. Almo | J. Martin Bollinger | Carsten Krebs | Neil L. Kelleher | Amy C. Rosenzweig,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1126/science.aaz5284,article,American Association for the Advancement of Science (AAAS),"[""Science""]",2022-01-28,The Blood Proteoform Atlas: A reference map of proteoforms in human hematopoietic cells,"vol: 375, iss: 6579, pgs: 411-418",Rafael D. Melani | Vincent R. Gerbasi | Lissa C. Anderson | Jacek W. Sikora | Timothy K. Toby | Josiah E. Hutton | David S. Butcher | Fernanda Negrão | Henrique S. Seckler | Kristina Srzentić | Luca Fornelli | Jeannie M. Camarillo | Richard D. LeDuc | Anthony J. Cesnik | Emma Lundberg | Joseph B. Greer | Ryan T. Fellers | Matthew T. Robey | Caroline J. DeHart | Eleonora Forte | Christopher L. Hendrickson | Susan E. Abbatiello | Paul M. Thomas | Andy I. Kokaji | Josh Levitsky | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1126/science.aaz5284,article,American Association for the Advancement of Science,Science,2022-01-28,The Blood Proteoform Atlas: A reference map of proteoforms in human hematopoietic cells,"vol: 375, iss: 6579, pgs: 411-418",Rafael D. Melani | Vincent R. Gerbasi | Lissa C. Anderson | Jacek Sikora | Timothy K. Toby | Josiah E. Hutton | David Butcher | Fernanda Negrão | Henrique S. Seckler | Kristina Srzentić | Luca Fornelli | Jeannie M. Camarillo | Richard D. LeDuc | Anthony J. Cesnik | Emma Lundberg | Joseph B. Greer | Ryan T. Fellers | Matthew T. Robey | Caroline J. DeHart | Eleonora Forte | Christopher L. Hendrickson | Susan E. Abbatiello | Paul M. Thomas | Andy I. Kokaji | Josh Levitsky | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.1128/mbio.01691-20,article,American Society for Microbiology,"[""mBio""]",2020-08-25,Heterologous Expression of the Unusual Terreazepine Biosynthetic Gene Cluster Reveals a Promising Approach for Identifying New Chemical Scaffolds,"vol: 11, iss: 4",Lindsay K. Caesar | Matthew T. Robey | Michael Swyers | Md N. Islam | Rosa Ye | Purav P. Vagadia | Gary E. Schiltz | Paul M. Thomas | Chengcang C. Wu | Neil L. Kelleher | Nancy P. Keller | Jin Woo Bok,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1128/mbio.01691-20,article,American Society for Microbiology,mBio,2020-08-25,Heterologous Expression of the Unusual Terreazepine Biosynthetic Gene Cluster Reveals a Promising Approach for Identifying New Chemical Scaffolds,"vol: 11, iss: 4",Lindsay K. Caesar | Matthew T. Robey | Michael Swyers | Nurul Islam | Rosa Ye | Purav P. Vagadia | Gary E. Schiltz | Paul M. Thomas | Chengcang Wu | Neil L. Kelleher | Nancy P. Keller | Jin Woo Bok,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1158/1078-0432.ccr-18-1740,article,American Association for Cancer Research (AACR),"[""Clinical Cancer Research""]",2018-11-02,USP7 Cooperates with NOTCH1 to Drive the Oncogenic Transcriptional Program in T-Cell Leukemia,"vol: 25, iss: 1, pgs: 222-239",Qi Jin | Carlos A. Martinez | Kelly M. Arcipowski | Yixing Zhu | Blanca T. Gutierrez-Diaz | Kenneth K. Wang | Megan R. Johnson | Andrew G. Volk | Feng Wang | Jian Wu | Charles Grove | Hui Wang | Ivan Sokirniy | Paul M. Thomas | Young Ah Goo | Nebiyu A. Abshiru | Nobuko Hijiya | Sofie Peirs | Niels Vandamme | Geert Berx | Steven Goosens | Stacy A. Marshall | Emily J. Rendleman | Yoh-hei Takahashi | Lu Wang | Radhika Rawat | Elizabeth T. Bartom | Clayton K. Collings | Pieter Van Vlierberghe | Alexandros Strikoudis | Stephen Kelly | Beatrix Ueberheide | Christine Mantis | Irawati Kandela | Jean-Pierre Bourquin | Beat Bornhauser | Valentina Serafin | Silvia Bresolin | Maddalena Paganin | Benedetta Accordi | Giuseppe Basso | Neil L. Kelleher | Joseph Weinstock | Suresh Kumar | John D. Crispino | Ali Shilatifard | Panagiotis Ntziachristos,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1158/1078-0432.ccr-18-1740,article,American Association for Cancer Research,Clinical Cancer Research,2018-11-02,USP7 Cooperates with NOTCH1 to Drive the Oncogenic Transcriptional Program in T-Cell Leukemia,"vol: 25, iss: 1, pgs: 222-239",Qi Jin | Carlos A. Martínez | Kelly M. Arcipowski | Yaxian Zhu | Blanca T. Gutierrez-Diaz | Kenneth K. Wang | Megan R. Johnson | Andrew Volk | Feng Wang | Jian Wu | Charles I. Grove | Hui Wang | Ivan Sokirniy | Paul M. Thomas | Young Ah Goo | Nebiyu Abshiru | Nobuko Hijiya | Sofie Peirs | Niels Vandamme | Geert Berx | Steven Goossens | Stacy A. Marshall | Emily J. Rendleman | Yoh-hei Takahashi | Lu Wang | Radhika Rawat | Elizabeth T. Bartom | Clayton K. Collings | Pieter Van Vlierberghe | Alexandros Strikoudis | Stephen P. Hunger | Beatrix Ueberheide | Christine Mantis | Irawati Kandela | Jean‐Pierre Bourquin | Beat Bornhäuser | Valentina Serafin | Silvia Bresolin | Maddalena Paganin | Benedetta Accordi | Giuseppe Basso | Neil L. Kelleher | Joseph Weinstock | Suresh Kumar | John D. Crispino | Ali Shilatifard | Panagiotis Ntziachristos,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1158/2159-8290.cd-21-1514,article,American Association for Cancer Research (AACR),"[""Cancer Discovery""]",2022-04-20,SETD2 Haploinsufficiency Enhances Germinal Center–Associated AICDA Somatic Hypermutation to Drive B-cell Lymphomagenesis,"vol: 12, iss: 7, pgs: 1782-1803",Wilfred Leung | Matt Teater | Ceyda Durmaz | Cem Meydan | Alexandra G. Chivu | Amy Chadburn | Edward J. Rice | Ashlesha Muley | Jeannie M. Camarillo | Jaison Arivalagan | Ziyi Li | Christopher R. Flowers | Neil L. Kelleher | Charles G. Danko | Marcin Imielinski | Sandeep S. Dave | Scott A. Armstrong | Christopher E. Mason | Ari M. Melnick,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1158/2159-8290.cd-21-1514,article,American Association for Cancer Research,Cancer Discovery,2022-04-20,SETD2 Haploinsufficiency Enhances Germinal Center–Associated AICDA Somatic Hypermutation to Drive B-cell Lymphomagenesis,"vol: 12, iss: 7, pgs: 1782-1803",Wilfred Leung | Matt Teater | Ceyda Durmaz | Cem Meydan | Alexandra G. Chivu | Amy Chadburn | Edward J. Rice | Ashlesha Muley | Jeannie M. Camarillo | Jaison Arivalagan | Ziyi Li | Christopher R. Flowers | Neil L. Kelleher | Charles G. Danko | Marcin Imieliński | Sandeep S. Davé | Scott A. Armstrong | Christopher E. Mason | Ari Melnick,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1161/jaha.120.019890,article,Ovid Technologies (Wolters Kluwer Health),"[""Journal of the American Heart Association""]",2021-09-07,Spectrum of Apolipoprotein AI and Apolipoprotein AII Proteoforms and Their Associations With Indices of Cardiometabolic Health: The CARDIA Study,"vol: 10, iss: 17",John T. Wilkins | Henrique S. Seckler | Jonathan Rink | Philip D. Compton | Luca Fornelli | C. Shad Thaxton | Rich LeDuc | David Jacobs | Peter F. Doubleday | Allan Sniderman | Donald M. Lloyd‐Jones | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1161/jaha.120.019890,article,Wiley,Journal of the American Heart Association,2021-09-07,Spectrum of Apolipoprotein AI and Apolipoprotein AII Proteoforms and Their Associations With Indices of Cardiometabolic Health: The CARDIA Study,"vol: 10, iss: 17",John T. Wilkins | Henrique S. Seckler | Jonathan S. Rink | Philip D. Compton | Luca Fornelli | C. Shad Thaxton | Richard D. LeDuc | David R. Jacobs | Peter F. Doubleday | Allan D. Sniderman | Donald M. Lloyd‐Jones | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.3390/ijms23042208,article,MDPI AG,"[""International Journal of Molecular Sciences""]",2022-02-17,An Essential Role for Alzheimer’s-Linked Amyloid Beta Oligomers in Neurodevelopment: Transient Expression of Multiple Proteoforms during Retina Histogenesis,"vol: 23, iss: 4, pgs: 2208",Samuel C. Bartley | Madison T. Proctor | Hongjie Xia | Evelyn Ho | Dong S. Kang | Kristen Schuster | Maíra A. Bicca | Henrique S. Seckler | Kirsten L. Viola | Steven M. Patrie | Neil L. Kelleher | Fernando G. De Mello | William L. Klein,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.3390/ijms23042208,article,Multidisciplinary Digital Publishing Institute,International Journal of Molecular Sciences,2022-02-17,An Essential Role for Alzheimer’s-Linked Amyloid Beta Oligomers in Neurodevelopment: Transient Expression of Multiple Proteoforms during Retina Histogenesis,"vol: 23, iss: 4, pgs: 2208-2208",Samuel C. Bartley | Madison T. Proctor | Hongjie Xia | Evelyn Y. Ho | Dong Sik Kang | Kristen H. Schuster | Maíra A. Bicca | Henrique S. Seckler | Kirsten L. Viola | Steven M. Patrie | Neil L. Kelleher | Fernando G. de Mello | William L. Klein,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,unsure,"Related Proteomics center credited: ""Proteomics Center for Excellence, Northwestern University""",crossref,https://doi.org/10.3390/molecules28031133,article,MDPI AG,"[""Molecules""]",2023-01-23,"Structural and Mechanistic Basis for the Inactivation of Human Ornithine Aminotransferase by (3S,4S)-3-Amino-4-fluorocyclopentenecarboxylic Acid","vol: 28, iss: 3, pgs: 1133",Sida Shen | Arseniy Butrin | Brett A. Beaupre | Glaucio M. Ferreira | Peter F. Doubleday | Daniel H. Grass | Wei Zhu | Neil L. Kelleher | Graham R. Moran | Dali Liu | Richard B. Silverman,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.3390/molecules28031133,article,Multidisciplinary Digital Publishing Institute,Molecules,2023-01-23,"Structural and Mechanistic Basis for the Inactivation of Human Ornithine Aminotransferase by (3S,4S)-3-Amino-4-fluorocyclopentenecarboxylic Acid","vol: 28, iss: 3, pgs: 1133-1133",Sida Shen | Arseniy Butrin | Brett A. Beaupre | Gláucio Monteiro Ferreira | Peter F. Doubleday | Daniel Grass | Wei Zhu | Neil L. Kelleher | Graham R. Moran | Dali Liu | Richard B. Silverman,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.4049/jimmunol.2100225,article,The American Association of Immunologists,"[""The Journal of Immunology""]",2021-10-15,Elevated N-Linked Glycosylation of IgG V Regions in Myasthenia Gravis Disease Subtypes,"vol: 207, iss: 8, pgs: 2005-2014",Caleigh Mandel-Brehm | Miriam L. Fichtner | Ruoyi Jiang | Valerie J. Winton | Sara E. Vazquez | Minh C. Pham | Kenneth B. Hoehn | Neil L. Kelleher | Richard J. Nowak | Steven H. Kleinstein | Michael R. Wilson | Joseph L. DeRisi | Kevin C. O’Connor,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.4049/jimmunol.2100225,article,American Association of Immunologists,The Journal of Immunology,2021-10-15,Elevated N-Linked Glycosylation of IgG V Regions in Myasthenia Gravis Disease Subtypes,"vol: 207, iss: 8, pgs: 2005-2014",Caleigh Mandel‐Brehm | Miriam L. Fichtner | Ruoyi Jiang | Valerie J. Winton | Sara E. Vazquez | Minh Pham | Kenneth B. Hoehn | Neil L. Kelleher | Richard J. Nowak | Steven H. Kleinstein | Michael R. Wilson | Joseph L. DeRisi | Kevin C. O’Connor,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.7554/elife.28836,article,"eLife Sciences Publications, Ltd","[""eLife""]",2017-09-12,A synthetic biology approach to probing nucleosome symmetry,vol: 6,Yuichi Ichikawa | Caitlin F Connelly | Alon Appleboim | Thomas CR Miller | Hadas Jacobi | Nebiyu A Abshiru | Hsin-Jung Chou | Yuanyuan Chen | Upasna Sharma | Yupeng Zheng | Paul M Thomas | Hsuiyi V Chen | Vineeta Bajaj | Christoph W Müller | Neil L Kelleher | Nir Friedman | Daniel NA Bolon | Oliver J Rando | Paul D Kaufman,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.7554/elife.28836,article,eLife Sciences Publications Ltd,eLife,2017-09-12,A synthetic biology approach to probing nucleosome symmetry,vol: 6,Yuichi Ichikawa | Caitlin Connelly | Alon Chappleboim | Teresa Miller | Hadas Jacobi | Nebiyu Abshiru | Hsin-Jung Chou | Yuanyuan Chen | Upasna Sharma | Yupeng Zheng | Paul M. Thomas | Hsuiyi V Chen | Vineeta Bajaj | Christoph W. Müller | Neil L. Kelleher | Nir Friedman | Daniel N.A. Bolon | Oliver J. Rando | Paul D. Kaufman,10
Northwestern University,https://doi.org/10.48321/D1143FD15F,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.1016/b978-0-12-375027-3.00011-9,book-chapter,Elsevier,"[""Statistical Signal Processing for Neuroscience and Neurotechnology""]",2010,Prediction of Muscle Activity from Cortical Signals to Restore Hand Grasp in Subjects with Spinal Cord Injury,pgs: 369-406,Emily R. Oby | Christian Ethier | Matthew J. Bauman | Eric J. Perreault | Jason H. Ko | Lee E. Miller,12
Northwestern University,https://doi.org/10.48321/D1143FD15F,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1016/b978-0-12-375027-3.00011-9,book-chapter,Elsevier BV,Elsevier eBooks,2010-01-01,Prediction of Muscle Activity from Cortical Signals to Restore Hand Grasp in Subjects with Spinal Cord Injury,pgs: 369-406,Emily R. Oby | Christian Éthier | Matthew J. Bauman | Eric J. Perreault | Jason H. Ko | Lee E. Miller,12
Northwestern University,https://doi.org/10.48321/D1143FD15F,TRUE,yes,in list of pubs on grant site,crossref,https://doi.org/10.1109/embc.2012.6345936,article,IEEE,"[""2012 Annual International Conference of the IEEE Engineering in Medicine and Biology Society""]",2012-08,Optimal sampling of recruitment curves for functional electrical stimulation control,,E. M. Schearer | E. J. Perreault | M. C. Tresch | K. M. Lynch,17
Northwestern University,https://doi.org/10.48321/D1143FD15F,TRUE,yes,in list of pubs on grant site,openalex,https://doi.org/10.1109/embc.2012.6345936,article,,,2012-08-01,Optimal sampling of recruitment curves for functional electrical stimulation control,,Eric M. Schearer | Yu-Wei Liao | Eric J. Perreault | Matthew C. Tresch | Kevin Lynch,17
